name	address	postcode	tel	website	latitude	longitude
Off the Grid: McCoppin Hub	115 McCoppin St	94103	(415) 339-5888	http://www.offthegridsf.com	37.771574	-122.422752
Orale Orale	91 Drumm St	94111	(415) 291-9772		37.79447	-122.396551
Orphan Andys Restaurant	3991 17th St	94114	(415) 864-9795	http://www.menutopia.com/GetMenu.m?vendorId=15022	37.762501	-122.434871
Ooc	1052 Folsom St	94103	(415) 593-0561		37.777677	-122.406848
O'Reilly's	622 Green St	94133	(415) 989-6222	http://sforeillys.com	37.799606	-122.408928
Original Buffalo Wings Restaurant	2499 Lombard St	94123	(415) 931-8181	http://www.originalbuffalowings.biz	37.798929	-122.442459
Outfit Generic	746 Valencia St	94110	(415) 913-7713		37.738169	-122.391365
O'Farrell Towers	477 Ofarrell St	94102	(415) 771-2708	http://www.naanncurry.com	37.785793	-122.412613
Off the Grid: Fort Mason Center	99 Marina Blvd	94123	(415) 339-5888	http://offthegridsf.com	37.806047	-122.431793
ODC Dance Commons	351 Shotwell St	94110	(415) 863-6606	http://www.odcdance.org	37.762731	-122.416028
Osteria	3277 Sacramento St	94115	(415) 771-5030	http://www.osteriasf.com	37.788131	-122.446748
Oasis Grill	200 4th St	94103	(415) 543-3232	http://www.sfoasisgrill.com	37.783132	-122.402683
Om Restaurant	560 Geary St	94102			37.786907	-122.41268
Old Fashion Deli and Cafe	1830 35th Ave	94122	(415) 564-9474		37.752897	-122.493403
O'Keefe's Bar	598 5th Ave	94118	(415) 751-1449		37.77737	-122.462859
OSHA Thai Restaurant	100 Drumm St	94111	(415) 788-6742	http://www.oshathai.com	37.794697	-122.396475
Ocean Seafood	838 Jackson St	94133	(415) 788-3608		37.795856	-122.40894
Off the Grid: 5M	Minna St	94103	(415) 339-5888	http://www.offthegridsf.com	37.782018	-122.4063
Omni San Francisco	500 California St	94104	(415) 677-9494	http://www.omnihotels.com	37.793104	-122.403174
One Hundred Percent Sweet Cafe	2512 Clement St	94121	(415) 221-1628		37.782037	-122.486212
Open Table	799 Market St	94103	(415) 344-4200		37.785683	-122.405354
O'Neill's Irish Pub	747 3rd St	94107	(415) 777-1177	http://www.tisoneills.com	37.778479	-122.392179
Ohana Hawaiian BBQ	1050 Valencia St	94110		http://www.hawaiianislandbbq.com	37.756093	-122.421059
Oak Gourmet	497 Oak St	94102	(415) 814-2826		37.774307	-122.427428
O The Go Espresso	120 Howard St	94105	(415) 606-2696		37.791222	-122.392983
Office	330 Ritch St	94107	(415) 541-9574		37.779008	-122.394337
Oscar's Deli	1850 Cesar Chavez	94124	(415) 206-9845		37.749921	-122.395913
Orlando's Caribbean BBQ	24 Willie Mays Plz	94107	(415) 972-1800		37.778746	-122.388053
Olea Restaurant	8400 Oceanview Ter	94132	(650) 755-1224		37.710018	-122.467493
On the Bridge	1581 Webster St	94115	(415) 922-7765	http://www.sfonthebridge.com	37.785134	-122.431476
Our Neighborhood Place	2231 Chestnut St	94123	(415) 292-2300	http://www.thetipsypigsf.com	37.800298	-122.439947
On the Corner	4427 Lincoln Way	94122	(415) 522-1101		37.764017	-122.5057
Old Skool Cafe	1429 Mendell St	94124	(415) 822-8531	http://www.oldskoolcafe.org	37.734246	-122.390485
Osprey Seafood Of Calif	33 Pier	94111	(415) 291-0156	http://ospreyseafood.com	37.80455	-122.404252
Orale Orale	113 Sacramento St	94111	(415) 291-9772	http://oraleorale.com	37.794532	-122.396989
Old Ship Saloon	298 Pacific Ave	94111	(415) 788-2222	http://www.oldshipsaloon.com	37.797764	-122.400729
Oyaji Restaurant	3123 Clement St	94121	(415) 379-3604	http://www.oyajirestaurant.com	37.781528	-122.492878
Oasis For Girls	1129 Folsom St	94103	(415) 701-7991	http://www.sfoasis.org	37.776103	-122.408481
Opaque - Dining in the Dark	689 McAllister St	94102	(800) 710-1270	http://www.darkdining.com	37.779729	-122.423292
Oishi Crepes	1199 Stockton St	94133	(415) 362-6092		37.796621	-122.408769
O3 Bistro and Lounge	524 Van Ness Ave	94102	(415) 934-9800	http://www.o3restaurant.com	37.780529	-122.420052
Ottoman	584 Washington St	94111	(415) 391-8228		37.795512	-122.402858
Oye Managua	3385 Mission St	94110	(415) 821-2702	http://oyemanagua.com	37.742417	-122.421852
Off the Grid	Fort Mason Ctr	94123	(415) 779-6684	http://offthegridsf.com	37.806047	-122.431793
Ocean Pizza Restaurant	1443 Ocean Ave	94112	(415) 586-3045	http://www.sfoceanpizza.com	37.724134	-122.45786
Our Place Bar	4461 Mission St	94112	(415) 334-4996		37.726881	-122.432974
Ocean Pearl Restaurant	781 Broadway	94133	(415) 397-5799		37.797454	-122.409758
Osha Thai Restaurant	4 Embarcadero Ctr	94111	(415) 788-6742	http://www.sanfranciscoregency.hyatt.com/hyatt/hotels/entertainment/restaurants/index.jsp	37.794717	-122.396086
Olguin Dolores	3016 Taraval St	94116	(415) 504-6517		37.742161	-122.498634
Oddjob	1337 Mission St	94103	(415) 555-1337	http://www.oddjobsf.com	37.775784	-122.415004
Old Jerusalem	2976 Mission St	94110	(415) 642-5958	http://www.oldjerusalemsf.com	37.749426	-122.418256
O'Reilly's Irish Pub and Restaurant	622 Green St	94133	(415) 989-6222	http://www.oreillysirish.com	37.799522	-122.409503
Ornamento	950 Mason St	94108	(415) 772-9191	http://www.ornamento.com	37.792401	-122.410468
Osaka Grill	1217 Sutter St	94109	(415) 440-8838	http://www.osakagrill.com	37.78765	-122.42047
OpenTable	33 New Montgomery St	94105	(415) 344-4200		37.788661	-122.401406
Oriental Seafood Restaurant	2520 Noriega St	94122	(415) 661-8808		37.753728	-122.490782
On The Rocks	700 Illinois St	94107	(415) 495-0255		37.762973	-122.387797
O'Rourke's Bar	540 Clement St	94118	(415) 752-7276	http://www.540-club.com	37.782971	-122.464896
Oakside Cafe	1195 Oak St	94117	(415) 437-1985		37.77287	-122.438981
Old Rogue	2319 Taraval St	94116	(415) 566-9122		37.742243	-122.49086
Oola Restaurant and Bar	860 Folsom St	94107	(415) 995-2061	http://www.oola-sf.com	37.781028	-122.402649
Okina Sushi	776 Arguello Blvd	94118	(415) 387-8882	http://www.kimandleigh.com	37.775772	-122.458357
Oishii	4 Perry St	94107	(415) 839-4070		37.789179	-122.38805
Oasis Barbeque Grill	1114 Market St	94102	(415) 252-8888		37.780665	-122.412465
Osha	4 Perry St	94107	(415) 788-6742	http://oshathai.com	37.782976	-122.395863
Oriental Restaurant	1107 Market St	94103	(415) 861-0186	http://www.orientalpearlsf.com	37.780324	-122.412538
Osteria	300 De Haro St	94103	(415) 558-9493		37.765723	-122.401956
Orexi	243 W Portal Ave	94127	(415) 664-6739	http://www.orexisf.com	37.738373	-122.4682
O'Reillys Penny	2407 Judah St	94122	(415) 664-4630		37.761069	-122.488186
Omg	43 6th St	94103	(415) 896-6473	http://www.clubomgsf.com	37.78168	-122.40953
Ongpin Restaurant	1012 Geneva Ave	94112	(415) 584-8471	http://www.ongpin.com	37.715448	-122.439217
Olivia's Brunch and Fine Dining Restaurant	3771 Mission St	94110	(415) 970-0375	http://www.oliviasfinedining.com	37.736329	-122.424222
Olivos Restaurant	1017 Larkin St	94109	(415) 931-3019	http://olivosrestaurant.com	37.787311	-122.418426
Ocean View Supermarket	3995 Alemany Blvd	94132	(650) 994-2138		37.710417	-122.467797
Osaka Geisha Girl	548 Jones St	94102	(415) 441-0157		37.786312	-122.412925
Old Skool Cafe	945 Key Ave	94124	(415) 407-9171		37.718322	-122.394792
Osakaya Restaurant	1737 Post St	94115	(415) 922-2728		37.785491	-122.430331
Olympic Club	524 Post St	94102	(415) 345-5100	http://www.olyclub.com	37.788346	-122.41117
Orphan Andy's	2370 Market St	94114	(415) 864-9795		37.76327	-122.434571
Original Joe's	1606 Stockton St	94133	(415) 362-5300		37.80067	-122.409134
OSHA Thai Restaurant	149 2nd St	94105	(415) 278-9991	http://www.oshathai.com	37.787413	-122.398882
Oriental House	2735 Taylor St	94133	(415) 567-6752		37.807671	-122.415777
Old Mandarin Restaurant	3132 Vicente St	94116	(415) 564-3481	http://www.oldmandarinislamic.com	37.738239	-122.500419
Olive Garden	3251 20th Ave	94132	(415) 661-6770	http://www.olivegarden.com	37.728084	-122.476236
Original Joe's	601 Union St	94133	(415) 775-4877	http://www.originaljoessf.com	37.800393	-122.409245
Outerlands	4001 Judah St	94122	(415) 661-6140	http://outerlandssf.com	37.760354	-122.504944
Olea	1494 California St	94109	(415) 202-8521	http://www.oleasf.com	37.790869	-122.418955
Ocean Taqueria 2	1836 Divisadero St	94115	(415) 346-3515		37.786672	-122.439999
Our Court Cafe	952 Clement St	94118	(415) 751-8278		37.782812	-122.469416
Okoze Sushi	1207 Union St	94109	(415) 567-3397	http://www.menutopia.com/GetMenu.m?vendorId=6720	37.79913	-122.419283
Onigilly Express	4 Embarcadero Ctr	94111	(415) 576-1065	http://www.onigilly.com	37.7952	-122.3961
Oolong Noodles Restaurant	646 Washington St	94111	(415) 986-2737		37.795578	-122.40435
Out the Door	2232 Bush St	94115	(415) 923-9575	http://www.outthedoors.com	37.787125	-122.434169
OSHA Thai	2033 Union St	94123	(415) 567-6742	http://oshathai.com	37.797392	-122.432814
Ottimista Enoteca'cafe	1838 Union St	94123	(415) 674-8400	http://www.ottimistasf.com	37.797918	-122.429572
Osha Thai Restaurant	311 3rd St	94107	(415) 896-6742	http://www.oshathai.com	37.783633	-122.398623
OSHA Thai	819 Valencia St	94110	(415) 826-7738	http://oshathai.com	37.759779	-122.421333
Osha Thai Noodle Cafe	696 Geary St	94102	(415) 673-2368	http://www.oshathai.com	37.786612	-122.414589
Opa Market	2401 Post St	94115	(415) 913-7745	http://www.opasf.com	37.784009	-122.441486
Otoro Sushi	205 Oak St	94102	(415) 553-3986	http://www.otorosushi.com	37.774972	-122.422809
Ovo Cafe	171 2nd St	94105	(415) 908-3888	http://www.ovocafe.com	37.787285	-122.3985
Opaque	689 McAllister St	94102	(415) 796-6479	http://sf.darkdining.com	37.77966	-122.423297
Osso Steakhouse	1177 California St	94108	(415) 771-6776	http://www.ossosteakhouse.com	37.791353	-122.413722
Old World Food Truck	2937 24th St	94110	(415) 630-0205	http://www.oldworldfoodtruck.com	37.75262	-122.410995
One Market Restaurant	1 Market St	94105	(415) 777-5577	http://www.onemarket.com	37.794036	-122.394862
Oz Lounge	260 Kearny St	94108	(415) 399-7999	http://www.theozsf.com	37.790636	-122.403925
Oliver Cafe and Lounge	747 Market St	94103	(415) 633-3900		37.786804	-122.404494
Osaka Sushi	460 Castro St	94114	(415) 255-8828	http://www.osakacastro.com	37.761543	-122.435144
Osha Thai Express	1 Market St	94105	(415) 974-6742		37.793885	-122.394811
Olive	743 Larkin St	94109	(415) 776-9814	http://www.olive-sf.com	37.784876	-122.417967
Orson	508 4th St	94107	(415) 777-1508	http://www.orsonsf.com	37.779301	-122.39798
54 Mint Wine Bar	54 Mint St	94103	(415) 543-5111	http://www.54mint.com	37.782719	-122.408033
3Dm	2424 Van Ness Ave	94109	(415) 759-7643		37.798363	-122.423768
3-Sum Eats Food Truck	300 De Haro St	94103		http://www.3-sumeats.com	37.765631	-122.401874
4Fourteen	414 Mason St	94102	(415) 693-0777	http://www.4fourteen.com.au	37.787399	-122.409627
4 Corners	1875 Union St	94123	(415) 931-3436	http://www.4cornerssf.com	37.797683	-122.430055
800 Larkin	800 Larkin St	94109	(415) 567-9326		37.785327	-122.417805
4505 Burgers and BBQ	705 Divisadero St	94117	(415) 231-6993	http://4505meats.com/4505-burgers-bbq	37.77619	-122.438285
7th Street Martini Bar	1 Gilbert St	94103	(415) 861-7770		37.7744	-122.403672
901 Columbus	901 Columbus Ave	94133	(415) 409-9001	http://www.901columbus.com	37.802825	-122.413919
360 Degrees Gourmet Burritos	346 Kearny St	94108	(415) 989-8077	http://www.360gb.com	37.791543	-122.404086
3 Potato 4	1051 Market St	94103	(415) 500-2468	https://www.facebook.com/3potato4sfmarket6	37.781299	-122.411236
456 Deli and Cafe	456 Montgomery St	94104	(415) 956-2481	http://www.456delicafesf.com	37.79361	-122.402772
2 Lips Bar and Lounge	1414 Market St	94102	(415) 355-9800		37.776352	-122.417968
49'Ers Donuts	5330 Mission St	94112	(415) 333-2188		37.714411	-122.44311
707 Sutter	707 Sutter St	94109	(415) 346-7979		37.788551	-122.412105
440 Castro	440 Castro St	94114	(415) 621-8732	http://www.the440.com	37.762067	-122.435021
3300 Club	3300 Mission St	94110	(415) 826-6886	http://www.3300club.com	37.743969	-122.421119
7 Mission Restaurant	150 7th St	94103	(415) 861-3298	http://www.7missionrestaurant.com	37.778543	-122.410185
18th Amendment Speakeasy Dinner	1630 Powell St	94133	(415) 409-9217	http://culinaryeye.com/18thamendment	37.799753	-122.410627
7th Street Cafe	525 7th St	94103	(415) 800-8722	http://www.delasoul7thstbistro.com	37.774124	-122.404086
4505 Meats	1 Ferry Building	94111	(415) 255-3094	http://www.4505meats.com	37.795197	-122.3930184
330 Ritch	330 Ritch St	94107	(415) 777-3604	http://www.330ritch.com	37.778878	-122.394021
4505 Meats	1 The Embarcadero	94105	(415) 255-3094	http://www.4505meats.com	37.795304	-122.393156
323 Deli	323 W Portal Ave	94127	(415) 752-4259		37.73766	-122.469398
42 Degrees	235 16th St	94158	(415) 777-5559		37.766818	-122.388604
1111 Lounge	1330 Polk St	94109	(415) 885-2652		37.789266	-122.42031
46th Avenue Diner	3600 Taraval St	94116	(415) 759-8112		37.741877	-122.504824
37 Degrees	1155 Taraval St	94116	(415) 566-3887		37.742871	-122.478619
50 Mason Social House	50 Mason St	94102	(415) 433-5050	http://www.50masonsocialhouse.com	37.783899	-122.40918
225 Bush	225 Bush St	94104	(415) 402-0412		37.790979	-122.401245
18th Street Commissary	3334 18th St	94110	(415) 436-9390		37.762196	-122.418078
26 Mix	3024 Mission St	94110	(415) 826-7378	http://www.26mix.com	37.748701	-122.418079
6001 California Market	6001 California St	94121	(415) 221-7600	http://6001californiamarket.com	37.784244	-122.481731
25 Lusk	25 Lusk St	94107	(415) 495-5875	http://www.twentyfivelusk.com	37.778464	-122.39434
50onEight at The Holiday Inn	50 8th St	94103	(415) 626-6103	http://www.hiccsf.com/our-hotel/dining.php	37.777583	-122.414282
222 Club	222 Hyde St	94102	(415) 440-0222	http://222hyde.com	37.782905	-122.415622
26's Corner Restaurant	2450 Clement St	94121	(415) 386-8008	http://sakurasushisf.com	37.782039	-122.485553
540 Club	540 Clement St	94118	(415) 752-7276	http://www.540-club.com	37.783014	-122.465136
49 Cafe	2905 Keith St	94124	(415) 822-7083		37.722968	-122.395054
1601 Bar and Kitchen	1601 Howard St	94103	(415) 552-1601	http://www.1601sf.com	37.77153	-122.41688
63 Pizzelle	50 Post St	94104	(415) 362-2228	http://www.pizzaitaliana.com	37.789033	-122.402825
54 Mint	16 Mint Plz	94103	(415) 543-5100	http://www.54mint.com	37.78271	-122.407781
360 Gourmet Burrito	50 Post St	94104	(415) 398-4800	http://www.360gb.com	37.789291	-122.402818
100% Sweet Cafe	2512 Clement St	94121	(415) 221-1628	http://100percentsweetcafe.com	37.782137	-122.486165
4 Seas Restaurant	371 Grant Ave	94108			37.79037	-122.40568
2G Japanese Brasserie	601 Van Ness Ave	94102	(415) 292-9997	http://www.2gjapanese.com	37.781346	-122.420907
21st Amendment Brewery Cafe	563 2nd St	94107	(415) 369-0900	http://www.21st-amendment.com	37.782417	-122.392576
750 Restaurant and Bar	750 Kearny St	94108	(415) 765-7878	http://www.sanfranciscohiltonhotel.com/html/sf-restaurant.asp	37.795143	-122.404544
500 Club	500 Guerrero St	94110	(415) 861-2500	http://500clubsf.com	37.763117	-122.42406
1st Russian Ballet School	2450 Sutter St	94115	(415) 609-5433	http://www.balletsf.com	37.785217	-122.440724
83 Proof	83 1st St	94105	(415) 296-8383	http://www.83proof.com	37.79006	-122.397771
77 Chinese Cuisine	77 Battery St	94111	(415) 433-1938	http://77chinesesf.com	37.791986	-122.399878
20th Century Cafe	198 Gough St	94102	(415) 621-2380	http://20thcenturycafe.com	37.775016	-122.422595
3rd Street Grill	695 3rd St	94107	(415) 538-0804	http://www.3rdstreetgrill.net	37.779047	-122.392787
360 Degree Gourmet Burrito	1 Market Plz	94105	(415) 357-1190	http://www.360gb.com	37.794028	-122.394661
1300 on Fillmore	1300 Fillmore St	94115	(415) 771-7100	http://www.1300fillmore.com	37.781663	-122.432183
201 Taqueria	201 Mission St	94105	(415) 990-2306	http://www.201taqueria.com	37.791218	-122.395355
15 Romolo	15 Romolo Pl	94133	(415) 398-1359	http://www.15romolo.com	37.798206	-122.406328
3 Star Restaurant At Noriega	2515 Noriega St	94122	(415) 566-7177		37.753486	-122.490632
7 Pleasures	554 Commercial St	94111	(415) 391-7362	http://www.7pleasures.com	37.794344	-122.402371
1058 Hoagie	180 7th St	94103	(415) 552-8984	http://www.1058hoagie.com	37.778174	-122.409933
20 Spot	3565 20th St	94110	(415) 624-3140	http://www.20spot.com	37.75849	-122.420484
4505 Meats Butcher Shop	1909 Mission St	94103	(415) 255-3094	http://4505meats.com	37.766496	-122.419819
Public House	24 Willie Mays Plz	94107	(415) 644-0240	http://www.publichousesf.com	37.778061	-122.391012
Poco Dolce	2419 3rd St	94107	(415) 255-1443	http://www.pocodolce.com	37.759026	-122.388168
Pizza Pino	2139 Lombard St	94123	(415) 931-3333	http://www.marinapizza-sanfrancisco.com	37.799729	-122.436709
Pho Ly Thuong Kiet 2	1427 Noriega St	94122	(415) 682-8528		37.753952	-122.478921
Pastagina-Noe Valley	741 Diamond St	94114	(415) 282-0738		37.751406	-122.436262
Pan Lido Salvadoreno	3147 22nd St	94110	(415) 282-3350		37.755382	-122.417476
Pacific Plaza Cafe	1338 Franklin St	94109	(415) 928-8999	http://www.sacramentocourtreporter.com	37.787016	-122.423263
Pho Express	314 Kearny St	94108	(415) 397-1261		37.791016	-122.404016
Pissed Off Pete's	4528 Mission St	94112	(415) 584-5122	http://myspace.com/pissedoffpetesbarand	37.725439	-122.434371
Pho No 1	2571 San Bruno Ave	94134	(415) 330-9289		37.729291	-122.40431
Pezzolo Seafood	Pier 45	94133	(415) 788-7181		37.80989	-122.41747
Papito	317 Connecticut St	94107	(415) 695-0147	http://www.papitosf.com	37.762289	-122.397341
Papa Doro Pizza Restaurant	1649 Haight St	94117	(415) 621-7272		37.769571	-122.449573
Pizza Zone	555 Beach St	94133	(415) 567-3244	http://www.pizzazoneandgrill.com	37.806934	-122.418144
Poc Chuc	2886 16th St	94103	(415) 558-1583	http://www.pocchuc.com	37.765321	-122.417174
Pho Vung Tau Restaurant	708 Vallejo St	94133	(415) 677-4171	http://sf.yibada.com/yp/9168-%E9%A0%AD%E9%A0%93%E8%B6%8A%E5%8D%97%E7%B2%89-Pho-Vung-Tau-Restaurant.html	37.798598	-122.40908
Pop Up Cafe	620 Ofarrell St	94109	(415) 796-3391	http://www.popupcafesf.com	37.78568	-122.415133
Pride of the Mediterranean	1761 Fillmore St	94115	(415) 567-1150	http://www.prideofmediterraneanrestaurant.com	37.785872	-122.43325
Pho Hoa Hiep	1833 Irving St	94122	(415) 664-0469	http://www.kevinsnoodlehouse.com	37.763411	-122.47768
Piranha for Wild Game Week	1075 California St	94108	(415) 771-1140	http://www.big4restaurant.com	37.791532	-122.412118
Plutos Fresh Food for A Hungry Universe	3258 Scott St	94123	(415) 775-8867	http://www.plutosfreshfood.com	37.799938	-122.441062
Penang Garden Restaurant	728 Washington St	94108	(415) 296-7878	http://www.penanggarden.com	37.795358	-122.405579
Portico Restaurant	245 Market St	94105	(415) 777-9950		37.792545	-122.3968
